artist,genre,title,album,lyrics,labels
Dr. Dre,Hip-Hop,Deep Cover,First Round Knock Out,putea spune crede well hit thidă motherfucker lights pip feel tonight night get som shit deep cover incognito tip hav peeling Caps caus niggas know coming guess parte gam feel nigga think gon na come swiftness get right quickness let handle mission misiune sine vrea opri vrea primi nigge maxing speră primi fund lovi timp veni gras ban mare mare corp mare dificil primi lua contact tonight discuss nigga time nigga plăcea takă strap hide sheisty motherfucker gives fuck Caus going undercover cop undercover cop creep crawl lovi praf timp drac pace punk drac drac crede sine vrea opri plot funde misiune albastru dre primi sentiment merge direct vedea putea niggas timp acum vrea buzunar mare vrea ceas vrea buzunar mare vrea vrea primi gabarit uzi vrea explodeză nigge putea lipsi lovi drac simți acoperire moment ceas homie afla parcare scenă ciudat sine vrea aprinde veni verifică gats pri negru auzim afacer corect vrea veni sper salva rahat Ghici spune oferi homie vrea pune vrea trebui dope undercover cop undercover cop undercover cop undercover cop undercover cop,"['Power', 'Tension']"
The Mission UK,Rock,Naked And Savage,The First Chapter,cool cruele sleaz hungry storm breaks clears away vicious violent heat breathe deep breathe long hard kiss caress hand feeds love primitiv betrayinge lips Treacherous heart savage tears flesh melts away years wasted tattered dre cry hollow tears stifle tortured kiss darkness torn ravaged spinning round circles animal crazy howl naked savage cool cruele sleaz hungry storm breaks clears away vicious violent heat breathe deep breathe long hard kiss caress hand feeds love primitiv betrayinge lips Treacherous heart savage breed darkness torn ravaged spinning round circles animal crazy urlet sine ceruru cadavru sine vis rup cerc animal nebun,"['Sadness', 'Tenderness', 'Tension']"
Soundgarden,Rock,Superunknown,Superunknown ,thidă see mak bli mak feel seen hav hide hav try feel aliv aliv superunknown aliv superunknown aliv superunknown first steals steals mak free mean tied tak mean high thid mak sme hav cry Thide making sens mak lies superunknowne first steals steals sou afraid alonă get contained minte minte,"['Calmness', 'Joyful activation', 'Sadness', 'Solemnity']"
Rita Marley,Reggae,Retribution,Harambe (Working Together For Freedom),tread crush tramplu groundă brothers sisters shovă kick asidă mire thos stand soon oppressor day retribution fall upon every day action equal opposit reaction retribution com onă day pay retribution Faithf day com judge manki tread crush tramplu groundă brothers sisters lovitură deoparte mire sta opresor vrea veni revolta vrea diavol vrea ajuta ol leaf vrea oferi pagin vrea vrea trebui veni judec omenire soră opresor deoparte mire deoparte mire sta opresor vrea veni retributie vrea,"['Power', 'Solemnity', 'Tension']"
Reba McEntire,Country,Tammy Wynette Kind of Pain,Stronger Than the Truth,lucru mic rimel curge lucru sine vindece mic trebui falsific deoarece om plan rupt rupe inimă vre ploaie durere cer plin lacrim crede sens putea propriu om plan rupt rupe inim lucru ploaie vorbi durere plan rupt rupe inimă aur lucru vorbim durere durer,"['Nostalgia', 'Sadness', 'Tension']"
Lucky Dube,Reggae,Together As One,Captured Live,primi vis vis apartheid plăcea om apartheid plăcea trebui reunim trebui reunim trebui reunim japonezie pisicile ierta reciproc pisicile ierta reciproc sine trebui reunim om trebui reunim vis vis apartheida plăcea om apartheid plăcea rast trebui reunim trebui reunim,"['Calmness', 'Power', 'Solemnity', 'Tension']"
The Mighty Diamonds,Reggae,Natural Natty,When the Right Time Come (I Need a Roof),dem miss dem run dem gură pon natty Dead natty dread dem pierde dem cuss de wha timp potrivit sclav fevă presiune lume dem know moment spune natty om natural timp acum spune natty dreadlocks timp natty om natural timp acum spune dreadlocks sclav fevă presiune mare mare jur sine afla jah time dem spune acum natty om natural demite acum natty dreadlocks,"['Amazement', 'Tension']"
Johnny Cash,Country,Ring of Fire,At San Quentin,dragoste lucru inel lega intra inel foc inel foc arde arde inel foc inel foc inel foc arde ars arde inimă arde inimă arde inimă arde arde inel foc foc intra inel foc crește arde arde arde inel foc inel foc inel foc arde arde arde inel foc inel foc arsura foc inel foc inel foc inel foc foc arde inel foc inel foc inel foc foc foc arde inel foc inel foc inel foc inel foc foc arde inel foc inel foc inel foc inel foc foc arde inel foc inel foc inel foc foc foc arde inel foc inel foc inel foc foc foc arde inel foc inel foc foc,"['Amazement', 'Joyful activation', 'Nostalgia', 'Sadness', 'Tenderness']"
R.E.M.,Rock,Country Feedback,Out of Time,floare film sine sine potrivi corect lucru viu os viu ondulat vino veni scuz sine sine părea set drac central control pierde cap nevoie nevoie garaj junk greutate ploaie miere iubitor linie telefon dorit nebun putea nebun putea nebun putea nevoie lucru nevoie nebun putea nevoie nevoie nebun putea nebun putea nevoie nevoie nebun putea nebunie putea,"['Nostalgia', 'Power', 'Sadness']"
The Kinks,Rock,All Day and All of the Night,Kinks-Size,fată timp vrea timp singur simți bine vrea timp noaptea noaptea noaptea crede totdeauna crede totdeauna singur simți bine fată vrea timp noaptea noaptea,['Tenderness']
The Doors,Rock,Alabama Song (Whisky Bar),The Doors,drum bar whisky cale bar whisky bar whisky spune trebui spune trebui spune spune spune trebui lun acum trebui cale spune trebui spune trebui spune spune spune trebui lun acum trebui,"['Nostalgia', 'Sadness']"
The Cure,Rock,Disintegration,Disintegration,miss kiss treachery shameless kiss soft black velvety tight side bleed run thickening streams greed bit bit starts need let go party piece miss kiss treachery aching kiss befor feed stench love younger meat sounde makes cuts deep holding bended knees nevoie piesa petrecer spune vrea las spără urlea sens secret urla las imagine pat truc covor pat scenarie sine timp timp timp timp timp sine vis deoarece sine termina frică dormi cap inimă os rotund vrea acum acum vrea rupe vrea scoate inimă acum lung sine intermediu cerc symphody printre iubire dragoste symaticy iubire simesile fapt symphodile dragoste iubire simestru fapt symphodile symphodil pahar gură gură ochi ochi ac apropie cer simți spune vrea las gaură vrea urca vis timp orientă,"['Amazement', 'Joyful activation', 'Nostalgia', 'Power', 'Sadness']"
Burning Spear,Reggae,African Teacher,Hail H.I.M.,amharica devreme absentez prezint motiv inna natty recunosc merge ajunge putea african putea african profesor natty amharic parte profesor amharic profesor,"['Joyful activation', 'Power', 'Solemnity']"
The Doors,Rock,"Hello, I Love You",Waiting For The Sun,salut iubi vrea spune nume iubu sar joc iubi vrea spune nume iubu sar joc merge orb ochi crede vrea tip suspine salut iubi vrea spune nume iubu sar joc iubi vrea spune nume iubu sar joc cap statuie cer picior lung creier melodie ciopură trotuar picior dulce sper prost sper smulge salut salut salut salut salut salut vrea salut nevoie copil salut salut salut salut,"['Nostalgia', 'Tenderness', 'Tension']"
George Strait,Country,Wrapped,It Just Comes Natural,trebui cap oară oară intra singur frison piele inim bate repede auzi nume simți descurc bine scoate minte jur deget destul mic sine simți jos nici_un motiv ochi interior descurc bine scoate minte jur deget destul mic gon na tarabă bine lumină inimă bate repede num nume simți aluneca bine,"['Nostalgia', 'Sadness', 'Tenderness']"
Manic Street Preachers,Rock,Ifwhiteamericatoldthetruthforonedayit’sworldwouldfallapart,The Holy Bible,acoperire direct tribut sine special aniversare farfurie vedea eveniment gratui imagine vrea alege moralitate acum rugă putea cauteriza disciplină idol vrea vorbi moral disc mamă spune nici_un negru suficient alb stea Dungă proxenet futut preot alb salvator moral statistic piele serve majoritate prieten plăcea stel dungă sine gust lume har crucificat spune suficient negru jack naib dumnezeu om spune egal,"['Power', 'Solemnity', 'Tension']"
Coolio,Hip-Hop,Cruisin’,Gangsta’s Paradise,plăce plăcea putea primi lua denk termină opri banc soare sine fată juca timp simți timp simți aduce sine vrea sine vrea distra bine periferie buzunar erky jerks swoopin timp acum fustă auzi plăcea bag prime propriu set brea sine cruising come jetting love love croazieri sine dragoste plăcea croazieri dragoste timp capac jizz coasta coast aduce vrea nici_un jacking consider ciocolată plajă coaps acum sper gata lua sunsets yep headin dipping city niggys talkin love cruising made love cruising made us love cruising made love cruising made us woman right lookin trek deck cool malika rolls top feel lua roat timp agita head seats som Coolio western hemispher homies man caunu pretending cruisin feel wi Blow brainde Back trippin night Bumping fa track love cruising made love cruising made us love cruising made love cruising made us love cruising made love cruising made plăcea croazieri dragoste,"['Calmness', 'Joyful activation', 'Tenderness']"
The Sisters of Mercy,Rock,Lucretia My Reflection,Floodland,auzi urlet mare hot metal metadrine auzi impere jos auzi impere jos auzi urlet mare dragoste foc pierde ucide auzi bombardierel impere jos empire jos auzi jos jos ajunge acum empire fantom greu greu vedea lucru auzi sens dovadă simți simți simți lung pagina pagin domnie furie cale acum auzi auzi emplu jos auzi emplu jos emp mare auzi emplu jos emplu empire imperiu acum,"['Sadness', 'Solemnity', 'Tension']"
Wu-Tang Clan,Hip-Hop,Protect Ya Neck,Enter the Wu-Tang (36 Chambers),caller om fum microfon smoking joe frazier iad aroma ge trupe sine precum bifez timp aduce rahat cod ranger singur bine chart trage voie voie arta art trage voie voie set rebel zgomot heavy metal sine relaxă vrea rae pal rap robust construi schwarzenegger precum lua activ veni cadru bombarda seamă cadru bombarda drum cadru trebui trece cadru bombarda trebui om apuc clip lov lovitură ajunge topire akh metodă om scurt domn meth sine set get let like ga Wanna break full cock back change putting sham gamă takă aim blow nigga framă know Better get suue enough respect due mean Check flow dusting niggas becaea hot like sauce smoke lyrical tus oww veni stil shaolin echipaj bine lucru vrea drac vrea lipi cap cap nenorocit vrea ataca nigga vrea materie old bastard direct vrea blestemă las centru direct jos rahat ambală ge prosti om murdar stinking ason unic unic rulare noapte creeps sine rosti stins spune ban vrea timp timp lua rime exprim stil armă sine oregon pru flashback psiho iubu gats rap veni rahat tip formă sunet drum tip peep jos filmare timp lovi acolo drac acolo sine feedback negru nevoie ceas drac nebun ostil conduce apostol vorbi plimbare rol glob stil ruckus oară comit nebun obraz vrea rupe nenorocit tobă vrea veni jur munte vrea veni flamboyant nebun bucură nenorocit asemenea ucidere rece hitură gen abel acum inventez empire cd cent exploda acum trebui pompă rostogol timp watt trebui pompă sens trebui pompă sens niggas trebui pompă moment companie major moarte pompă sens drog curat murdar lucru vedere fapt noroi bine bine bine bine,"['Joyful activation', 'Power', 'Tension']"
Run-D.M.C.,Hip-Hop,Raising Hell,Raising Hell,regie com vrea iad vrea crește vrea fază nume majesta acum dezba imita mare hell nivel vrea striga auzi cer sunet suprem limpede ureche tare tunet fulger oarecum calm fulger nici_un oprire rockin putea greu greu curajos contagios bine nord frig auzi tus timp rece sine lua rup caz vrea continua vrea porni basc timp lua gust aprecia iad crește solicitant comandă primim primim drag reduce arunc drag reduce arunc aduce aduce arunc suflet rock simbolizare coroan sunet vrea juca jur rappin climbin nici_un sintetizator spune grozav soart nume rula evalua loc bas stil nume juca afara perete minge timp valabil timp jos mal sta noapte frig vrea aduce aduce lume funky nici_un foc Iad mirosi fum haveni ball like chicken finger bird hav cold shakin Walls hearin sound thidă ki across land every man goin hide earthe spreading like disea lyrics duke Discussion ruler rock king puller persistent vers voce tare real def dore deoarece mike noaptea vrea respect corect verifică lua verifică timp rim singur,"['Joyful activation', 'Power', 'Solemnity']"
Eminem,Hip-Hop,The Ringer,Kamikaze,crash gon na duce simți vrea lovi lume acum explica direct purta descompune descurc alfabet putea ridica brows presez problemă alfabet putea ridica brows presez problemă alfabet putea ridica brows presez problemă alfabet putea ridica brows presez problemă putea ridica brows presez problemă alphabet ridic brows descurc revistă putea scoate nici_un cont bancar afara drac vre vorbi lil părea talent talent bitch drac trebui bar vizualiza miliard degresă recenzie rahat clic aprinde afacer deoarece timp timp timp timp idee flux probabil scoate nenorocit audio audi putea vedea om plăcea pur simplu emcee putea stan cupă Sirop nevoie rahat prefera scutur lume vrea vrea trebui probabil omor moarte gard cheie timp lua sac aplec comutator precum rahat lucru prefera auzi mic seamă rhyme drac puiu vrea vedea rece urca rahat sine craniu putea arunca primi club sine suficient tare valium gură acum calibru scuip vrea parie vrea vrea om drac sourpuss gon na sine album copie help get Back mailed bitch Back said would like everyonă elt fuckinge industry effing recovery clonă nfing igg azae lil pump lil imitat lil wayne aim everybody gam pick nam fed humble rumor hungry sure heard rumblings heard vrei stomac gol auzi veni drac gon na gon na crumble vrea lua vrea kendrick goner aduce dor crede Whopper comandă sfert lire porterhoea bine servi glisor vocal trebui vrea rată linie prinde trece cap deoarece prost retarda mental preface inteligent expertiză vrea putea indiferent vrea cusur vrea sincer illa illa illa pleca gon na spune aduce lovi alcoolic nenorocit putea rahat fapt lovi fund ridic ridica picior foc parte est prinde acum dormi privire clipi cap ochi strecor om pariu slab motor foc verde apă roz sine părea uita piersic na spune vrea spune bineveni abatoare termina simți fiar linie nisip merita sine lipsi valoare scop bază sine trebui ajunge opinie opinie stabili determined critiqued vrea worshipped could go Back least reword say empathiz peoplu evil serpent deserted think working verses making Wee bit nervous scurred answer Words lyrically get murdered know least heard caune sent meet person legă spune veni vorbă carne mediu sine spune carne jurnaliste putea carne vrea penis rahat presă duce,"['Power', 'Sadness', 'Tension']"
